URL	Gene Family Tag	Gene Family Description	Symbol	HGNC ID
http://www.genenames.org/genefamilies/ABC#ABCA	ABCA	ATP binding cassette transporters / subfamily A	ABCA12	14637
http://www.genenames.org/genefamilies/ABC#ABCA	ABCA	ATP binding cassette transporters / subfamily A	ABCA13	14638
http://www.genenames.org/genefamilies/ABC#ABCA	ABCA	ATP binding cassette transporters / subfamily A	ABCA17P	32972
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB4	45
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB5	46
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB6	47
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB7	48
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB8	49
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB9	50
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB10	41
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB11	42
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	TAP1	43
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	TAP2	44
http://www.genenames.org/genefamilies/ABC#ABCB	ABCB	ATP binding cassette transporters / subfamily B	ABCB1	40
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC1	51
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC2	53
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC3	54
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC4	55
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC5	56
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC6	57
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC8	59
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC9	60
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC10	52
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC11	14639
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC12	14640
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	ABCC13	16022
http://www.genenames.org/genefamilies/ABC#ABCC	ABCC	ATP binding cassette transporters / subfamily C	CFTR	1884
http://www.genenames.org/genefamilies/ABC#ABCD	ABCD	ATP binding cassette transporters / subfamily D	ABCD1	61
http://www.genenames.org/genefamilies/ABC#ABCD	ABCD	ATP binding cassette transporters / subfamily D	ABCD2	66
http://www.genenames.org/genefamilies/ABC#ABCD	ABCD	ATP binding cassette transporters / subfamily D	ABCD3	67
http://www.genenames.org/genefamilies/ABC#ABCD	ABCD	ATP binding cassette transporters / subfamily D	ABCD4	68
http://www.genenames.org/genefamilies/ABC#ABCE	ABCE	ATP binding cassette transporters / subfamily E	ABCE1	69
http://www.genenames.org/genefamilies/ABC#ABCF	ABCF	ATP binding cassette transporters / subfamily F	ABCF1	70
http://www.genenames.org/genefamilies/ABC#ABCF	ABCF	ATP binding cassette transporters / subfamily F	ABCF2	71
http://www.genenames.org/genefamilies/ABC#ABCF	ABCF	ATP binding cassette transporters / subfamily F	ABCF3	72
http://www.genenames.org/genefamilies/ABC#ABCG	ABCG	ATP binding cassette transporters / subfamily G	ABCG1	73
http://www.genenames.org/genefamilies/ABC#ABCG	ABCG	ATP binding cassette transporters / subfamily G	ABCG4	13884
http://www.genenames.org/genefamilies/ABC#ABCG	ABCG	ATP binding cassette transporters / subfamily G	ABCG5	13886
http://www.genenames.org/genefamilies/ABC#ABCG	ABCG	ATP binding cassette transporters / subfamily G	ABCG8	13887
http://www.genenames.org/genefamilies/ABC#ABCG	ABCG	ATP binding cassette transporters / subfamily G	ABCG2	74
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD1	17553
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD2	18717
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD3	18718
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD4	20154
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD5	21396
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD6	21398
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD8	23759
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD10	25656
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD11	16407
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD12	15868
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD12B	19837
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD13	20293
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD14A	24538
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD14B	28235
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD15	26971
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD16A	13921
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD16B	16128
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD17A	28756
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD17B	24278
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	ABHD17C	26925
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	EPHX3	23760
http://www.genenames.org/genefamilies/ABHD	ABHD	Abhydrolase domain containing	EPHX4	23758
http://www.genenames.org/genefamilies/ACER	ACER	Alkaline ceramidase	ACER1	18356
http://www.genenames.org/genefamilies/ACER	ACER	Alkaline ceramidase	ACER2	23675
http://www.genenames.org/genefamilies/ACER	ACER	Alkaline ceramidase	ACER3	16066
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT11	18156
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT12	24436
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT1	33128
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT2	18431
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT4	19748
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT6	33159
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT7	24157
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT8	15919
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT9	17152
http://www.genenames.org/genefamilies/ACOT	ACOT	Acyl CoA thioesterases	ACOT13	20999
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A1	10995
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A2	10996
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A3	10997
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A4	10998
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A5	10999
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	SLC27A6	11000
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	AACS	21298
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	AASDH	23993
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSBG1	29567
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSBG2	24174
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSF2	26101
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSF3	27288
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSL1	3569
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSL3	3570
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSL4	3571
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSL5	16526
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSL6	16496
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM1	18049
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM2A	32017
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM2B	30931
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM3	10522
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM4	32016
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSM5	26060
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSS1	16091
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSS2	15814
http://www.genenames.org/genefamilies/ACS	ACS	Acyl-CoA synthetase family	ACSS3	24723
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM8	215
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM10	188
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM17	195
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM1A	187
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM1B	44366
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM2	198
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM3A	209
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM3B	210
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM5	212
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM6	213
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM7	214
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM9	216
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM11	189
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM12	190
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM15	193
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM18	196
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM19	197
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM20	199
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM21	200
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM22	201
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM23	202
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM24P	203
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM28	206
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM29	207
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM30	208
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM32	15479
http://www.genenames.org/genefamilies/ADAM	ADAM	ADAM metallopeptidase domain containing	ADAM33	15478
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS1	217
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS2	218
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS3	219
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS4	220
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS5	221
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS6	222
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS7	223
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS8	224
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS9	13202
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS10	13201
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS12	14605
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS13	1366
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS14	14899
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS15	16305
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS16	17108
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS17	17109
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS18	17110
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS19	17111
http://www.genenames.org/genefamilies/ADAMTS	ADAMTS	ADAM metallopeptidases with thrombospondin type 1 motif	ADAMTS20	17178
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY1	232
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY2	233
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY3	234
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY4	235
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY5	236
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY6	237
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY7	238
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY8	239
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY9	240
http://www.genenames.org/genefamilies/ADCY	ADCY	Adenylate cyclases	ADCY10	21285
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH1A	249
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH1B	250
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH1C	251
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH4	252
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH5	253
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH6	255
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADH7	256
http://www.genenames.org/genefamilies/ADH	ADH	Alcohol dehydrogenases	ADHFE1	16354
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	AGO1	3262
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	AGO2	3263
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	AGO3	18421
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	AGO4	18424
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	PIWIL1	9007
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	PIWIL2	17644
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	PIWIL3	18443
http://www.genenames.org/genefamilies/AGO	AGO	Argonaute/PIWI family	PIWIL4	18444
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	AGPAT1	324
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	AGPAT2	325
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	AGPAT3	326
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	AGPAT4	20885
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	AGPAT5	20886
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	GPAT3	28157
http://www.genenames.org/genefamilies/AGPAT	AGPAT	1-acylglycerol-3-phosphate O-acyltransferases	GPAT4	20880
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK1	361
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK2	362
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK4	363
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK5	365
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK6	49151
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK7	20091
http://www.genenames.org/genefamilies/AK	AK	Adenylate kinases	AK8	26526
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP1	367
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP9	379
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP11	369
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP13	371
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	CMYA5	14305
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	MYO7A	7606
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	NBEA	7648
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	SYNM	24466
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	ACBD3	15453
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP2	372
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP3	373
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP4	374
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP5	375
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP6	376
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP7	377
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP8	378
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP10	368
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP12	370
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP14	24061
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP17BP	38514
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	ARFGEF2	15853
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	EZR	12691
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	MAP2	6839
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	MYRIP	19156
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	NF2	7773
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	SPHKAP	30619
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	WASF1	12732
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	AKAP17A	18783
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	RAB32	9772
http://www.genenames.org/genefamilies/AKAP	AKAP	A-kinase anchor proteins	CBFA2T3	1537
http://www.genenames.org/genefamilies/AKR	AKR	Aldo-keto reductases	AKR1A1	380
http://www.genenames.org/genefamilies/AKR	AKR	Aldo-keto reductases	AKR1B1	381
